Source,Target,Weight,Type
97,16,7112.0,Undirected
97,22,502.0,Undirected
97,27,4148.0,Undirected
97,31,122.0,Undirected
97,45,17332.0,Undirected
97,58,3145.0,Undirected
97,76,75.0,Undirected
97,79,4155.0,Undirected
97,96,8.0,Undirected
97,136,157.0,Undirected
97,4,377.0,Undirected
97,7,96.0,Undirected
97,8,96.0,Undirected
97,14,56.0,Undirected
97,15,2060.0,Undirected
97,23,38.0,Undirected
97,32,1.0,Undirected
97,36,29.0,Undirected
97,37,15.0,Undirected
97,40,23.0,Undirected
97,68,2.0,Undirected
97,78,36.0,Undirected
97,95,2.0,Undirected
97,102,1.0,Undirected
97,117,1.0,Undirected
97,112,111.0,Undirected
97,178,7.0,Undirected
98,2,192.0,Undirected
98,3,98.0,Undirected
98,4,915.0,Undirected
98,6,2826.0,Undirected
98,7,317.0,Undirected
98,9,189.0,Undirected
98,10,128.0,Undirected
98,11,5917.0,Undirected
98,13,25671.0,Undirected
98,14,4673.0,Undirected
98,17,82.0,Undirected
98,21,267.0,Undirected
98,22,255.0,Undirected
98,23,335.0,Undirected
98,26,16.0,Undirected
98,27,3002.0,Undirected
98,30,246.0,Undirected
98,31,241.0,Undirected
98,32,4858.0,Undirected
98,35,91.0,Undirected
98,36,18051.0,Undirected
98,37,152.0,Undirected
98,39,85.0,Undirected
98,40,34.0,Undirected
98,42,533.0,Undirected
98,44,362.0,Undirected
98,45,3708.0,Undirected
98,49,68.0,Undirected
98,60,572.0,Undirected
98,63,127.0,Undirected
98,73,12756.0,Undirected
98,76,34.0,Undirected
98,80,1023.0,Undirected
98,82,171.0,Undirected
98,88,36.0,Undirected
98,90,94.0,Undirected
98,96,386.0,Undirected
98,102,44.0,Undirected
98,105,33.0,Undirected
98,108,6.0,Undirected
98,109,18.0,Undirected
98,117,1107.0,Undirected
98,121,23114.0,Undirected
98,133,1.0,Undirected
98,150,4.0,Undirected
98,15,14669.0,Undirected
98,69,10.0,Undirected
98,77,2.0,Undirected
98,84,34.0,Undirected
98,87,79.0,Undirected
98,70,41.0,Undirected
98,72,142.0,Undirected
98,100,35.0,Undirected
98,68,5.0,Undirected
98,71,6474.0,Undirected
99,2,721.0,Undirected
99,6,115.0,Undirected
99,7,879.0,Undirected
99,9,29.0,Undirected
99,37,6.0,Undirected
99,45,2890.0,Undirected
99,51,9.0,Undirected
99,105,2127.0,Undirected
99,156,346.0,Undirected
99,165,287.0,Undirected
99,166,398.0,Undirected
99,182,352.0,Undirected
99,5,5.0,Undirected
99,8,843.0,Undirected
99,10,7.0,Undirected
99,14,98.0,Undirected
99,15,194.0,Undirected
99,22,13.0,Undirected
99,23,22.0,Undirected
99,27,2.0,Undirected
99,29,17.0,Undirected
99,34,30.0,Undirected
99,49,25.0,Undirected
99,60,2.0,Undirected
99,76,29.0,Undirected
100,6,380.0,Undirected
100,7,635.0,Undirected
100,8,23.0,Undirected
100,15,629.0,Undirected
100,30,2165.0,Undirected
100,32,250.0,Undirected
100,42,32037.0,Undirected
100,45,1666.0,Undirected
100,52,24.0,Undirected
100,55,6.0,Undirected
100,68,61.0,Undirected
100,69,2.0,Undirected
100,70,448.0,Undirected
100,73,1181.0,Undirected
100,103,10.0,Undirected
100,116,689.0,Undirected
100,117,8994.0,Undirected
100,133,447.0,Undirected
100,193,1.0,Undirected
100,9,612.0,Undirected
100,23,248.0,Undirected
100,27,411.0,Undirected
100,35,127.0,Undirected
100,40,138.0,Undirected
100,83,6.0,Undirected
100,109,5.0,Undirected
100,44,118.0,Undirected
100,63,113.0,Undirected
100,72,240.0,Undirected
100,87,109.0,Undirected
100,89,129.0,Undirected
100,98,561.0,Undirected
100,121,1767.0,Undirected
100,2,6.0,Undirected
100,3,1.0,Undirected
100,4,4.0,Undirected
100,13,46.0,Undirected
100,14,7.0,Undirected
100,21,55.0,Undirected
100,22,18.0,Undirected
100,31,67.0,Undirected
100,36,33.0,Undirected
100,37,4.0,Undirected
100,39,1.0,Undirected
100,84,17.0,Undirected
101,16,22609.0,Undirected
101,45,8221.0,Undirected
101,58,1990.0,Undirected
101,60,1520.0,Undirected
101,76,68949.0,Undirected
101,79,15158.0,Undirected
101,97,44427.0,Undirected
101,136,218.0,Undirected
101,2,66.0,Undirected
101,6,23.0,Undirected
101,7,136.0,Undirected
101,9,58.0,Undirected
101,10,78.0,Undirected
101,15,5838.0,Undirected
101,22,327.0,Undirected
101,23,1032.0,Undirected
101,26,75.0,Undirected
101,27,11910.0,Undirected
101,35,184.0,Undirected
101,37,4.0,Undirected
101,39,80.0,Undirected
101,40,29.0,Undirected
101,66,501.0,Undirected
101,108,9.0,Undirected
101,17,5.0,Undirected
101,49,1.0,Undirected
101,55,18099.0,Undirected
101,44,6977.0,Undirected
102,6,361.0,Undirected
102,7,867.0,Undirected
102,9,364.0,Undirected
102,11,7052.0,Undirected
102,13,1406.0,Undirected
102,22,2.0,Undirected
102,23,1539.0,Undirected
102,27,395.0,Undirected
102,31,190.0,Undirected
102,36,49.0,Undirected
102,44,724.0,Undirected
102,45,5554.0,Undirected
102,49,18.0,Undirected
102,60,8.0,Undirected
102,69,10.0,Undirected
102,73,45.0,Undirected
102,80,2408.0,Undirected
102,84,109.0,Undirected
102,98,8.0,Undirected
102,99,3.0,Undirected
102,110,1.0,Undirected
102,117,99.0,Undirected
102,121,250.0,Undirected
102,150,119.0,Undirected
102,155,1.0,Undirected
102,178,36.0,Undirected
102,182,1.0,Undirected
102,3,261.0,Undirected
102,8,409.0,Undirected
102,10,94.0,Undirected
102,14,323.0,Undirected
102,15,802.0,Undirected
102,17,6.0,Undirected
102,21,2216.0,Undirected
102,35,11.0,Undirected
102,37,76.0,Undirected
102,59,236.0,Undirected
102,88,57.0,Undirected
102,96,5043.0,Undirected
102,105,19.0,Undirected
102,134,55.0,Undirected
102,187,9.0,Undirected
102,70,3625.0,Undirected
102,109,316.0,Undirected
103,2,1102.0,Undirected
103,6,14117.0,Undirected
103,7,177.0,Undirected
103,9,113.0,Undirected
103,14,579.0,Undirected
103,23,3741.0,Undirected
103,44,5900.0,Undirected
103,45,24278.0,Undirected
103,76,1989.0,Undirected
103,82,11.0,Undirected
103,105,4012.0,Undirected
103,112,1078.0,Undirected
103,120,619.0,Undirected
103,127,527.0,Undirected
103,128,1288.0,Undirected
103,130,311.0,Undirected
103,136,905.0,Undirected
103,178,824.0,Undirected
103,4,4.0,Undirected
103,15,2424.0,Undirected
103,17,29.0,Undirected
103,22,987.0,Undirected
103,80,261.0,Undirected
103,109,156.0,Undirected
103,3,183.0,Undirected
103,5,70.0,Undirected
103,10,64.0,Undirected
103,16,31.0,Undirected
103,18,2.0,Undirected
103,26,27.0,Undirected
103,27,2807.0,Undirected
103,30,1.0,Undirected
103,31,7.0,Undirected
103,32,375.0,Undirected
103,34,156.0,Undirected
103,35,155.0,Undirected
103,36,58.0,Undirected
103,37,32.0,Undirected
103,39,9.0,Undirected
103,40,3.0,Undirected
103,42,14.0,Undirected
103,55,6.0,Undirected
103,58,38.0,Undirected
103,59,1.0,Undirected
103,60,21.0,Undirected
103,62,1.0,Undirected
103,66,118.0,Undirected
103,68,168.0,Undirected
103,72,2.0,Undirected
103,83,29.0,Undirected
103,96,83.0,Undirected
103,97,62.0,Undirected
103,103,67.0,Undirected
103,108,1059.0,Undirected
103,117,73.0,Undirected
103,146,16.0,Undirected
103,165,1.0,Undirected
103,182,10.0,Undirected
104,6,66.0,Undirected
104,7,966.0,Undirected
104,9,962.0,Undirected
104,14,2467.0,Undirected
104,23,182.0,Undirected
104,44,1120.0,Undirected
104,76,132.0,Undirected
104,150,37.0,Undirected
104,2,16.0,Undirected
104,4,150.0,Undirected
104,5,21.0,Undirected
104,8,4.0,Undirected
104,11,14.0,Undirected
104,15,4812.0,Undirected
104,17,134.0,Undirected
104,19,7.0,Undirected
104,22,1139.0,Undirected
104,25,12.0,Undirected
104,27,231.0,Undirected
104,29,97.0,Undirected
104,30,54.0,Undirected
104,31,151.0,Undirected
104,32,3.0,Undirected
104,34,23.0,Undirected
104,35,60.0,Undirected
104,37,701.0,Undirected
104,39,3.0,Undirected
104,40,55.0,Undirected
104,42,3.0,Undirected
104,45,3535.0,Undirected
104,49,287.0,Undirected
104,51,4.0,Undirected
104,60,48.0,Undirected
104,63,11.0,Undirected
104,68,42.0,Undirected
104,69,1.0,Undirected
104,70,17.0,Undirected
104,71,1.0,Undirected
104,77,1.0,Undirected
104,78,15.0,Undirected
104,80,2.0,Undirected
104,82,117.0,Undirected
104,86,13.0,Undirected
104,91,77.0,Undirected
104,109,40.0,Undirected
104,156,1.0,Undirected
104,158,3.0,Undirected
104,182,2.0,Undirected
105,2,486932.0,Undirected
105,3,3097.0,Undirected
105,4,7061.0,Undirected
105,6,146309.0,Undirected
105,7,183959.0,Undirected
105,8,44894.0,Undirected
105,9,42502.0,Undirected
105,10,96487.0,Undirected
105,11,12300.0,Undirected
105,13,3195.0,Undirected
105,14,17724.0,Undirected
105,15,23508.0,Undirected
105,17,1394.0,Undirected
105,18,116867.0,Undirected
105,21,14792.0,Undirected
105,22,12851.0,Undirected
105,23,300050.0,Undirected
105,25,4056.0,Undirected
105,26,20329.0,Undirected
105,27,49660.0,Undirected
105,29,14062.0,Undirected
105,30,361.0,Undirected
105,31,140539.0,Undirected
105,33,4482.0,Undirected
105,34,42744.0,Undirected
105,35,4149.0,Undirected
105,36,8368.0,Undirected
105,37,1632.0,Undirected
105,39,8478.0,Undirected
105,40,565.0,Undirected
105,44,261508.0,Undirected
105,45,875014.0,Undirected
105,58,286.0,Undirected
105,59,47.0,Undirected
105,60,216.0,Undirected
105,62,4964.0,Undirected
105,63,284.0,Undirected
105,68,435.0,Undirected
105,69,202.0,Undirected
105,70,49.0,Undirected
105,80,6744.0,Undirected
105,87,141.0,Undirected
105,88,46.0,Undirected
105,96,1167.0,Undirected
105,97,152.0,Undirected
105,99,8027.0,Undirected
105,105,5223.0,Undirected
105,109,4881.0,Undirected
105,110,6.0,Undirected
105,113,27.0,Undirected
105,116,6.0,Undirected
105,117,19.0,Undirected
105,119,101.0,Undirected
105,121,28.0,Undirected
105,125,2102.0,Undirected
105,128,2719.0,Undirected
105,134,3764.0,Undirected
105,146,1926.0,Undirected
105,150,209.0,Undirected
105,156,9109.0,Undirected
105,158,840.0,Undirected
105,165,1539.0,Undirected
105,166,671.0,Undirected
105,182,30077.0,Undirected
105,5,1554.0,Undirected
105,16,14.0,Undirected
105,19,169.0,Undirected
105,28,4.0,Undirected
105,32,5185.0,Undirected
105,49,437.0,Undirected
105,51,898.0,Undirected
105,52,920.0,Undirected
105,55,125.0,Undirected
105,66,148.0,Undirected
105,67,283.0,Undirected
105,71,397.0,Undirected
105,73,396.0,Undirected
105,76,2911.0,Undirected
105,78,3122.0,Undirected
105,82,2239.0,Undirected
105,84,360.0,Undirected
105,86,433.0,Undirected
105,91,56.0,Undirected
105,92,11.0,Undirected
105,102,400.0,Undirected
105,103,408.0,Undirected
105,108,42.0,Undirected
105,148,868.0,Undirected
105,155,33.0,Undirected
105,95,8.0,Undirected
105,212,686.0,Undirected
105,42,411.0,Undirected
105,48,80.0,Undirected
105,90,384.0,Undirected
105,112,2501.0,Undirected
105,178,11.0,Undirected
105,187,58.0,Undirected
105,77,3.0,Undirected
105,140,76.0,Undirected
106,2,512.0,Undirected
106,7,442.0,Undirected
106,8,312.0,Undirected
106,9,130.0,Undirected
106,14,1118.0,Undirected
106,18,6.0,Undirected
106,23,526.0,Undirected
106,26,40939.0,Undirected
106,34,22.0,Undirected
106,39,38.0,Undirected
106,45,195.0,Undirected
106,4,14531.0,Undirected
106,15,94770.0,Undirected
106,22,38343.0,Undirected
106,27,78101.0,Undirected
106,35,82071.0,Undirected
106,44,72290.0,Undirected
106,68,3299.0,Undirected
106,166,1.0,Undirected
107,5,285616.0,Undirected
107,6,97.0,Undirected
107,23,1701.0,Undirected
107,31,388.0,Undirected
107,35,191446.0,Undirected
107,45,8876.0,Undirected
107,49,5465.0,Undirected
107,78,27774.0,Undirected
107,95,551.0,Undirected
107,96,500439.0,Undirected
107,97,8.0,Undirected
107,108,48890.0,Undirected
107,134,698.0,Undirected
107,156,1.0,Undirected
107,3,370.0,Undirected
107,4,20734.0,Undirected
107,7,2397.0,Undirected
107,8,297.0,Undirected
107,9,19.0,Undirected
107,10,2081.0,Undirected
107,14,44540.0,Undirected
107,15,191299.0,Undirected
107,22,233762.0,Undirected
107,27,242321.0,Undirected
107,29,174.0,Undirected
107,30,265.0,Undirected
107,32,389679.0,Undirected
107,37,6040.0,Undirected
107,39,4431.0,Undirected
107,40,220421.0,Undirected
107,42,98.0,Undirected
107,44,11109.0,Undirected
107,52,7.0,Undirected
107,55,21928.0,Undirected
107,59,1891.0,Undirected
107,60,1773.0,Undirected
107,63,402.0,Undirected
107,66,390.0,Undirected
107,70,52893.0,Undirected
107,76,63234.0,Undirected
107,82,58622.0,Undirected
107,105,152.0,Undirected
107,117,63.0,Undirected
107,119,94.0,Undirected
107,94,47943.0,Undirected
107,146,10947.0,Undirected
107,187,1990.0,Undirected
107,11,21.0,Undirected
107,19,7942.0,Undirected
107,25,3476.0,Undirected
107,33,38168.0,Undirected
107,48,1539.0,Undirected
107,57,769.0,Undirected
107,90,262.0,Undirected
107,109,1168.0,Undirected
107,116,271.0,Undirected
107,158,87.0,Undirected
107,54,578.0,Undirected
107,71,2816.0,Undirected
107,92,2131.0,Undirected
107,68,69606.0,Undirected
107,88,33719.0,Undirected
107,89,2050.0,Undirected
108,2,129.0,Undirected
108,3,1031.0,Undirected
108,4,942.0,Undirected
108,5,8618.0,Undirected
108,6,1682.0,Undirected
108,7,24479.0,Undirected
108,9,23690.0,Undirected
108,10,244.0,Undirected
108,11,252.0,Undirected
108,14,4117.0,Undirected
108,15,5159.0,Undirected
108,16,1137.0,Undirected
108,22,4247.0,Undirected
108,23,8633.0,Undirected
108,27,4165.0,Undirected
108,28,2.0,Undirected
108,30,69.0,Undirected
108,31,496.0,Undirected
108,32,730.0,Undirected
108,33,1670.0,Undirected
108,34,9.0,Undirected
108,35,13477.0,Undirected
108,36,343.0,Undirected
108,37,2545.0,Undirected
108,39,49.0,Undirected
108,40,241.0,Undirected
108,44,690.0,Undirected
108,45,24771.0,Undirected
108,49,2476.0,Undirected
108,55,2336.0,Undirected
108,58,145.0,Undirected
108,59,2.0,Undirected
108,63,213.0,Undirected
108,66,13145.0,Undirected
108,69,93.0,Undirected
108,76,1239.0,Undirected
108,77,4.0,Undirected
108,78,36.0,Undirected
108,79,5.0,Undirected
108,80,1086.0,Undirected
108,82,31.0,Undirected
108,86,35.0,Undirected
108,94,2863.0,Undirected
108,95,6188.0,Undirected
108,96,6054.0,Undirected
108,97,104.0,Undirected
108,102,32.0,Undirected
108,103,5.0,Undirected
108,105,176.0,Undirected
108,108,54.0,Undirected
108,109,287.0,Undirected
108,119,1.0,Undirected
108,127,18.0,Undirected
108,146,2.0,Undirected
108,150,4.0,Undirected
108,158,9.0,Undirected
108,8,543.0,Undirected
108,13,83.0,Undirected
108,18,14.0,Undirected
108,21,22.0,Undirected
108,25,40.0,Undirected
108,26,217.0,Undirected
108,29,106.0,Undirected
108,42,2.0,Undirected
108,51,2.0,Undirected
108,60,30.0,Undirected
108,70,45.0,Undirected
108,87,3.0,Undirected
108,88,2.0,Undirected
108,91,4.0,Undirected
108,128,2.0,Undirected
108,140,2.0,Undirected
108,121,2.0,Undirected
108,52,35.0,Undirected
109,2,15367.0,Undirected
109,3,4006.0,Undirected
109,4,28621.0,Undirected
109,5,8324.0,Undirected
109,6,56816.0,Undirected
109,7,18923.0,Undirected
109,8,4725.0,Undirected
109,9,12640.0,Undirected
109,10,1558.0,Undirected
109,11,41512.0,Undirected
109,13,16673.0,Undirected
109,14,17124.0,Undirected
109,15,123755.0,Undirected
109,17,3447.0,Undirected
109,18,9676.0,Undirected
109,19,83.0,Undirected
109,21,9410.0,Undirected
109,22,2919.0,Undirected
109,23,22798.0,Undirected
109,25,490.0,Undirected
109,26,35422.0,Undirected
109,27,97461.0,Undirected
109,28,329.0,Undirected
109,29,19919.0,Undirected
109,30,2788.0,Undirected
109,31,59022.0,Undirected
109,32,12650.0,Undirected
109,34,3467.0,Undirected
109,35,11878.0,Undirected
109,36,92376.0,Undirected
109,37,13240.0,Undirected
109,39,2330.0,Undirected
109,40,301.0,Undirected
109,42,561.0,Undirected
109,44,224725.0,Undirected
109,45,62730.0,Undirected
109,49,2905.0,Undirected
109,51,11.0,Undirected
109,52,350.0,Undirected
109,54,4251.0,Undirected
109,57,389.0,Undirected
109,59,1826.0,Undirected
109,60,278.0,Undirected
109,62,555.0,Undirected
109,63,2205.0,Undirected
109,67,2949.0,Undirected
109,68,340.0,Undirected
109,70,1120.0,Undirected
109,71,58429.0,Undirected
109,74,331.0,Undirected
109,75,7681.0,Undirected
109,76,1363.0,Undirected
109,78,338.0,Undirected
109,80,9047.0,Undirected
109,82,7682.0,Undirected
109,83,59.0,Undirected
109,86,53.0,Undirected
109,87,54.0,Undirected
109,88,138.0,Undirected
109,90,6.0,Undirected
109,92,3217.0,Undirected
109,96,1542.0,Undirected
109,98,2203.0,Undirected
109,99,71.0,Undirected
109,102,954.0,Undirected
109,104,3107.0,Undirected
109,105,7027.0,Undirected
109,108,41.0,Undirected
109,109,1160.0,Undirected
109,110,610.0,Undirected
109,112,88.0,Undirected
109,113,8148.0,Undirected
109,115,43926.0,Undirected
109,116,2.0,Undirected
109,117,233.0,Undirected
109,119,4433.0,Undirected
109,125,417.0,Undirected
109,128,201.0,Undirected
109,134,1880.0,Undirected
109,138,114396.0,Undirected
109,146,286.0,Undirected
109,148,361.0,Undirected
109,150,14348.0,Undirected
109,157,414.0,Undirected
109,158,1632.0,Undirected
109,168,148320.0,Undirected
109,170,103.0,Undirected
109,180,146.0,Undirected
109,181,8.0,Undirected
109,187,122.0,Undirected
109,212,411.0,Undirected
109,33,596.0,Undirected
109,55,44.0,Undirected
109,58,253.0,Undirected
109,69,111.0,Undirected
109,77,2.0,Undirected
109,79,12.0,Undirected
109,84,29.0,Undirected
109,91,15.0,Undirected
109,156,290.0,Undirected
109,16,82.0,Undirected
109,66,123.0,Undirected
109,72,5.0,Undirected
109,94,282.0,Undirected
109,95,391.0,Undirected
109,121,482.0,Undirected
109,130,83.0,Undirected
109,173,26.0,Undirected
109,178,23.0,Undirected
109,73,176.0,Undirected
109,103,65.0,Undirected
109,127,14.0,Undirected
109,139,23.0,Undirected
109,155,67.0,Undirected
109,182,10.0,Undirected
109,193,49.0,Undirected
110,2,3480.0,Undirected
110,4,1604.0,Undirected
110,6,1362.0,Undirected
110,7,7938.0,Undirected
110,8,2821.0,Undirected
110,9,4416.0,Undirected
110,10,701.0,Undirected
110,11,600.0,Undirected
110,14,6878.0,Undirected
110,15,13991.0,Undirected
110,17,25493.0,Undirected
110,21,20.0,Undirected
110,22,6074.0,Undirected
110,23,19163.0,Undirected
110,25,123.0,Undirected
110,26,44948.0,Undirected
110,27,12020.0,Undirected
110,28,22854.0,Undirected
110,29,1.0,Undirected
110,30,1812.0,Undirected
110,31,8250.0,Undirected
110,32,1233.0,Undirected
110,34,184.0,Undirected
110,35,1416.0,Undirected
110,36,928.0,Undirected
110,37,573.0,Undirected
110,39,84.0,Undirected
110,40,4631.0,Undirected
110,42,175.0,Undirected
110,44,4747.0,Undirected
110,45,14757.0,Undirected
110,51,10.0,Undirected
110,52,34.0,Undirected
110,58,52.0,Undirected
110,60,227.0,Undirected
110,62,161.0,Undirected
110,63,267.0,Undirected
110,69,28.0,Undirected
110,70,628.0,Undirected
110,71,1059.0,Undirected
110,72,1.0,Undirected
110,73,61.0,Undirected
110,76,1631.0,Undirected
110,80,343.0,Undirected
110,83,22.0,Undirected
110,96,451.0,Undirected
110,99,5.0,Undirected
110,102,4.0,Undirected
110,105,849.0,Undirected
110,109,2891.0,Undirected
110,112,117.0,Undirected
110,117,57.0,Undirected
110,120,9.0,Undirected
110,121,103.0,Undirected
110,128,23.0,Undirected
110,134,158.0,Undirected
110,136,3.0,Undirected
110,146,294.0,Undirected
110,148,1.0,Undirected
110,150,29.0,Undirected
110,156,61.0,Undirected
110,158,713.0,Undirected
110,178,13.0,Undirected
110,212,1624.0,Undirected
110,3,6.0,Undirected
110,13,21.0,Undirected
110,18,31.0,Undirected
110,19,1314.0,Undirected
110,33,717.0,Undirected
110,55,339.0,Undirected
110,66,33.0,Undirected
110,68,70.0,Undirected
110,78,209.0,Undirected
110,82,12.0,Undirected
110,86,339.0,Undirected
110,87,1.0,Undirected
110,88,630.0,Undirected
110,90,179.0,Undirected
110,91,1.0,Undirected
110,98,120.0,Undirected
110,125,1.0,Undirected
110,133,41.0,Undirected
110,182,307.0,Undirected
110,155,313.0,Undirected
110,84,296.0,Undirected
110,116,24.0,Undirected
110,119,28.0,Undirected
110,5,74.0,Undirected
110,49,459.0,Undirected
110,108,396.0,Undirected
111,2,22.0,Undirected
111,7,49.0,Undirected
111,10,4.0,Undirected
111,23,1017.0,Undirected
111,31,2.0,Undirected
111,42,15.0,Undirected
111,67,23.0,Undirected
111,76,14639.0,Undirected
111,83,2.0,Undirected
111,92,2.0,Undirected
111,127,1.0,Undirected
111,134,10.0,Undirected
111,158,198.0,Undirected
111,6,279.0,Undirected
111,9,45.0,Undirected
111,13,695.0,Undirected
111,15,2274.0,Undirected
111,16,162.0,Undirected
111,17,49.0,Undirected
111,22,180.0,Undirected
111,25,3.0,Undirected
111,32,25.0,Undirected
111,33,149.0,Undirected
111,39,186.0,Undirected
111,40,16.0,Undirected
111,45,3.0,Undirected
111,49,16.0,Undirected
111,55,4.0,Undirected
111,71,2.0,Undirected
111,77,4.0,Undirected
111,78,1.0,Undirected
111,86,30.0,Undirected
111,90,20.0,Undirected
111,91,1.0,Undirected
111,94,127.0,Undirected
111,96,13.0,Undirected
111,104,137.0,Undirected
111,109,1.0,Undirected
111,116,1.0,Undirected
111,146,30.0,Undirected
111,37,5.0,Undirected
112,6,886.0,Undirected
112,14,349.0,Undirected
112,37,7.0,Undirected
112,44,5509.0,Undirected
112,45,9849.0,Undirected
112,54,1.0,Undirected
112,103,3255.0,Undirected
112,109,422.0,Undirected
112,120,4097.0,Undirected
112,127,78.0,Undirected
112,128,3323.0,Undirected
112,130,3492.0,Undirected
112,178,1754.0,Undirected
112,7,24.0,Undirected
112,10,24.0,Undirected
112,2,199.0,Undirected
112,23,82.0,Undirected
112,27,3838.0,Undirected
112,31,73.0,Undirected
112,32,113.0,Undirected
112,34,14.0,Undirected
112,35,68.0,Undirected
112,40,63.0,Undirected
112,49,1.0,Undirected
112,55,3088.0,Undirected
112,60,1.0,Undirected
112,76,4.0,Undirected
112,96,1.0,Undirected
112,102,2.0,Undirected
112,105,241.0,Undirected
112,112,66.0,Undirected
112,136,296.0,Undirected
112,182,1.0,Undirected
113,71,6637.0,Undirected
113,75,1797.0,Undirected
113,115,418.0,Undirected
113,125,1.0,Undirected
113,159,5025.0,Undirected
113,168,47.0,Undirected
113,181,753.0,Undirected
113,2,916.0,Undirected
113,3,16.0,Undirected
113,4,64.0,Undirected
113,5,7.0,Undirected
113,6,22.0,Undirected
113,7,3021.0,Undirected
113,8,203.0,Undirected
113,9,2818.0,Undirected
113,11,16.0,Undirected
113,14,1528.0,Undirected
113,15,909.0,Undirected
113,17,1055.0,Undirected
113,18,495.0,Undirected
113,23,501.0,Undirected
113,26,13.0,Undirected
113,27,29011.0,Undirected
113,28,3.0,Undirected
113,29,26.0,Undirected
113,32,10.0,Undirected
113,35,180.0,Undirected
113,37,3748.0,Undirected
113,39,42.0,Undirected
113,42,16.0,Undirected
113,44,975.0,Undirected
113,45,3703.0,Undirected
113,58,2.0,Undirected
113,60,2.0,Undirected
113,69,138.0,Undirected
113,76,18.0,Undirected
113,80,1746.0,Undirected
113,86,1.0,Undirected
113,92,342.0,Undirected
113,96,128.0,Undirected
113,109,32.0,Undirected
113,117,4.0,Undirected
113,158,6.0,Undirected
114,2,9552.0,Undirected
114,5,382842.0,Undirected
114,6,34669.0,Undirected
114,14,4113.0,Undirected
114,15,179077.0,Undirected
114,16,6791.0,Undirected
114,22,59975.0,Undirected
114,23,824.0,Undirected
114,26,21585.0,Undirected
114,29,45746.0,Undirected
114,30,299.0,Undirected
114,31,5998.0,Undirected
114,34,10550.0,Undirected
114,35,72920.0,Undirected
114,36,13094.0,Undirected
114,44,43757.0,Undirected
114,45,73634.0,Undirected
114,49,6488.0,Undirected
114,55,16528.0,Undirected
114,58,6427.0,Undirected
114,59,63.0,Undirected
114,60,3026.0,Undirected
114,66,6406.0,Undirected
114,76,31179.0,Undirected
114,79,4829.0,Undirected
114,84,354.0,Undirected
114,94,73403.0,Undirected
114,95,200.0,Undirected
114,96,68503.0,Undirected
114,97,27595.0,Undirected
114,103,361.0,Undirected
114,105,215.0,Undirected
114,108,2043.0,Undirected
114,112,5196.0,Undirected
114,125,7.0,Undirected
114,178,1.0,Undirected
114,3,381.0,Undirected
114,4,727.0,Undirected
114,7,635532.0,Undirected
114,8,14620.0,Undirected
114,9,620830.0,Undirected
114,10,82.0,Undirected
114,11,4134.0,Undirected
114,25,828.0,Undirected
114,27,170837.0,Undirected
114,28,11.0,Undirected
114,32,202174.0,Undirected
114,37,18074.0,Undirected
114,39,457.0,Undirected
114,40,23382.0,Undirected
114,70,34384.0,Undirected
114,80,11432.0,Undirected
114,82,10813.0,Undirected
114,88,87.0,Undirected
114,109,11937.0,Undirected
114,110,15.0,Undirected
114,121,245.0,Undirected
114,150,40.0,Undirected
114,62,1.0,Undirected
114,127,31.0,Undirected
114,53,1108.0,Undirected
114,91,46112.0,Undirected
114,146,6148.0,Undirected
114,187,10453.0,Undirected
114,13,2651.0,Undirected
114,19,1843.0,Undirected
114,21,98.0,Undirected
114,33,3788.0,Undirected
114,63,837.0,Undirected
114,68,6.0,Undirected
114,74,39.0,Undirected
114,98,720.0,Undirected
114,128,1688.0,Undirected
114,148,55.0,Undirected
114,170,14.0,Undirected
114,182,5530.0,Undirected
114,54,2748.0,Undirected
114,57,1038.0,Undirected
114,71,1796.0,Undirected
114,92,2682.0,Undirected
114,73,29.0,Undirected
114,87,11.0,Undirected
114,117,25.0,Undirected
114,156,1.0,Undirected
114,18,675.0,Undirected
115,75,6247.0,Undirected
115,168,21936.0,Undirected
115,2,1.0,Undirected
115,3,3.0,Undirected
115,4,2.0,Undirected
115,7,5.0,Undirected
115,8,5.0,Undirected
115,11,5.0,Undirected
115,14,13.0,Undirected
115,15,6392.0,Undirected
115,23,6.0,Undirected
115,27,11292.0,Undirected
115,32,18.0,Undirected
115,35,76.0,Undirected
115,36,141.0,Undirected
115,44,5888.0,Undirected
115,60,8.0,Undirected
115,63,3.0,Undirected
115,69,3.0,Undirected
115,80,109.0,Undirected
115,86,2.0,Undirected
115,98,7.0,Undirected
115,109,1361.0,Undirected
115,158,25.0,Undirected
115,113,10528.0,Undirected
115,138,1762.0,Undirected
115,71,7929.0,Undirected
115,150,18.0,Undirected
116,14,82.0,Undirected
116,32,84465.0,Undirected
116,45,1556.0,Undirected
116,68,55.0,Undirected
116,84,4.0,Undirected
116,117,3907.0,Undirected
116,39,1.0,Undirected
116,2,16.0,Undirected
116,3,3.0,Undirected
116,5,21.0,Undirected
116,6,28.0,Undirected
116,7,62.0,Undirected
116,9,62.0,Undirected
116,15,1129.0,Undirected
116,22,23.0,Undirected
116,23,9.0,Undirected
116,25,12.0,Undirected
116,30,85.0,Undirected
116,31,8.0,Undirected
116,37,2.0,Undirected
116,42,2948.0,Undirected
116,44,4.0,Undirected
116,52,307.0,Undirected
116,62,16.0,Undirected
116,63,205.0,Undirected
116,69,15.0,Undirected
116,70,18.0,Undirected
